author,title,subtitle,year,author_gender,pseudonym,genre,general_genre,genre1,genre2,genre3,genre4,genre5,canon,narration,characters,city,source,separate_edition,has_text,file_name,characters_clean,char_nan,char_дворяне,char_аристократы,char_разночинцы,char_легендарные_исторические_фигуры,char_военные,char_крестьяне,char_купцы,char_чиновники,char_народности_и_этнические_группы,char_криминальный_мир,char_революционеры,char_духовенство,char_творческие_люди,char_рабочие,char_женщины,char_помещики,char_другое,char_горожане,char_сектанты,char_мещане,char_казаки,char_бояре,char_студенты,char_мифическое,char_князья,char_учителя,char_моряки,char_эмигранты,char_придворная_знать,char_семейная_пара,char_рыцари,char_графы,char_слуги,char_врачи,char_ученые,char_types_count,has_char_info
"Нарежный, Василий Трофимович",Бурсак,Малоросская повесть,1824,мужской,0,авантюрный,приключенческий,плутовской,исторический,сатирический,бытовой,нравоописательный,1,1 лицо,"['духовенство', 'дворяне']",Москва,Отд. изд.,1,1,narezhnyj_v_bursak_1824.txt,"['духовенство', 'дворяне']",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,True
"Литвинов, Василий Иванович","Любовь и вера, или Победа над страстями",сочинил Литвинов,1825,мужской,0,любовно-авантюрный,любовный,,,,,,0,3 лицо,['египитеские пастухи'],Москва,Отд. изд.,1,0,,['народности и этнические группы'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Санглен, Яков Иванович, де",Жизнь и мнения нового Тристрама,Misce stultitiam consiliis brevem,1825,мужской,0,,,,,,,,0,1 лицо,['дворяне'],Москва,Отд. изд.,1,0,,['дворяне'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Сомов, Орест Михайлович",Гайдамак,Малороссийская быль,1827,мужской,0,,,исторический,авантюрный,этнографический,,,0,3 лицо,['nan'],,Невский альманах,0,1,somov_o_gajdamak_1827.txt,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Зряхов, Николай Ильич","Амалия, или Хижина среди гор",роман в 4-х частях,1828,мужской,0,,,,,,,,0,,['nan'],Москва,Отд. изд.,1,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Булгарин, Фаддей Венедиктович",Иван Выжигин,нравственно-сатирический роман,1829,мужской,0,авантюрный,приключенческий,плутовской,нравоописательный,авантюрный,сатирический,,0,1 лицо,['дворяне'],Санкт-Петербург,Отд. изд.,1,1,bulgarin_f_ivan_vyzhigin_1829.txt,['дворяне'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Загоскин, Михаил Васильевич","Юрий Милославский, или Русские в 1612 году",Исторический роман в 3 частях,1829,мужской,0,исторический,исторический,исторический,авантюрный,любовный,,,0,3 лицо,"['легендарные исторические фигуры', 'аристократия прошлого', 'военные']",Москва,Отд. изд.,1,1,zagoskin_m_yurij_miloslavskij_ili_russkie_v__godu_1829.txt,"['легендарные исторические фигуры', 'аристократы', 'военные']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,True
"Нарежный, Василий Трофимович","Черный год, или Горские князья",Сочинение Василия Нарежного,1829,мужской,0,"плутовской роман, авантюрный, сатира, осетины, кавказцы",приключенческий,,,,,,0,,['nan'],Москва,Отд. изд.,1,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Булгарин, Фаддей Венедиктович",Димитрий Самозванец,исторический роман,1830,мужской,0,исторический,исторический,исторический,авантюрный,политический,,,0,3 лицо,"['легендарные исторические фигуры', 'аристократия прошлого', 'военные']",Санкт-Петербург,Отд. изд.,1,1,bulgarin_f_dimitrij_samozvanez_1830.txt,"['легендарные исторические фигуры', 'аристократы', 'военные']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,True
"Погорельский, Антоний",Магнетизер,роман,1830,мужской,1,,,фантастический,психологический,философский,,,0,3 лицо,['купцы'],,Литературная газета,0,1,perovskij_a_magnetizer_1830.txt,['купцы'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Погорельский, Антоний",Монастырка,сочинение А. Перовского,1830,мужской,1,семейная хроника,семейный,семейный,бытовой,нравоописательный,сентиментальный,готический,1,1 лицо,"['дворяне', 'институтка']",,Отд. изд.,0,1,perovskij_a_monastyrka_1830.txt,"['дворяне', 'женщины']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,True
"Свиньин, Павел Петрович, Бошняк, А.К.","Ягуб Скупалов, или Исправленный муж",нравственно-сатирический роман современных нравов,1830,мужской,0,социально-психологический,социальный,,,,,,0,в письмах,['дворяне'],Москва,Отд. изд.,1,0,,['дворяне'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Ушаков, Василий Аполлонович",Киргиз-Кайсак,повесть,1830,мужской,0,социально-психологический,социальный,,,,,,0,3 лицо,['дворяне'],Москва,Отд. изд.,1,0,,['дворяне'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Булгарин, Фаддей Венедиктович",Петр Иванович Выжигин,Нравоописательный-исторический роман XIX века,1831,мужской,0,"социально-психологический, исторический",социальный,,,,,,0,3 лицо,['дворяне'],Санкт-Петербург,Отд. изд.,1,0,,['дворяне'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Вельтман, Александр Фомич",Странник,,1831,мужской,0,авантюрный,приключенческий,философский,приключенческий,авантюрный,,,0,1 лицо,['офицер'],Москва,Отд. изд.,1,1,veltman_a_strannik_1831.txt,['военные'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Глухарев, Иван Никитич",Ольга Милославская,Исторический роман XIX столетия,1831,мужской,0,исторический,исторический,исторический,любовный,,,,0,3 лицо,['легендарные исторические фигуры'],Москва,Отд. изд.,1,1,glukharev_i_olga_miloslavskaya_1831.txt,['легендарные исторические фигуры'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Греч, Николай Иванович",Поездка в Германию,Роман в письмах,1831,мужской,0,социально-психологический,социальный,,,,,,0,1 лицо,['дворяне'],Санкт-Петербург,Отд. изд.,1,0,,['дворяне'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Гурьянов, Иван Гавриилович","Илья Пройдохин. Открытая тайна на некоторых, или горе от ума или горе без ума","Нравстенно сатирический роман, сочиненный Иваном Гурьяновым",1831,мужской,0,"нравоописательный, сатирический",описательный,,,,,,0,1 лицо,"['дворяне', '[отсылки к горе от ума]']",Москва,Отд. изд.,1,0,,"['дворяне', 'другое']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,True
"Гурьянов, Иван Гавриилович","Марина Мнишех, Княжна Сандомирская","Исторический роман, относящийся ко временам царя Бориса Годунова, Лжедмитрия, царя Василия Шуйского и междуцарствия, служащий дополнением романа: Дмитрий Самозванец.",1831,мужской,0,исторический,исторический,исторический,авантюрный,любовный,биографический,,0,3 лицо,['дворяне'],Москва,Отд. изд.,1,1,guryanov_i_marina_mnishekh_knyazhna_sandomirskaya_1831.txt,['дворяне'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Гурьянов, Иван Гавриилович",Новый Выжигин на Макарьевской ярмарке,Нравоописательный роман XIX века,1831,мужской,0,"сатирический, бытовой",юмористический,,,,,,0,3 лицо,['купцы'],Москва,Отд. изд.,1,0,,['купцы'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Загоскин, Михаил Васильевич","Рославлев, или Русские в 1812 году",,1831,мужской,0,"исторический, любовный",исторический,исторический,любовный,военный,,,0,3 лицо,['военные'],Москва,Отд. изд.,1,1,zagoskin_m_roslavlev_ili_russkie_v__godu_1831.txt,['военные'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Калашников, Иван Тимофеевич",Дочь купца Жолобова,"Роман, извлеченный из иркутских преданий",1831,мужской,0,"авантюрный, социально-психологический",приключенческий,,,,,,0,3 лицо,['купцы'],Санкт-Петербург,Северная пчела,1,0,,['купцы'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
